Person_type,Colour,Height,Age,Gender,Head,Torso,Legs,Feet,Accessories,Blood,Armed,Banners,Type,x_min,y_min,x_max,y_max,Actions
Delinquent ,N.I,1.70,22,M,None,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,303,143,323,182,6
Delinquent ,N.I,1.68,26,M,None,Sports T-shirt,Joggers,Sneakers,None,No,No,None,Moving,327,141,339,182,6
Delinquent ,N.I,1.73,47,M,None,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,201,156,216,212,6
Delinquent ,Native,1.65,34,M,Cap,Sports T-shirt,Joggers,Sneakers,None,No,No,None,Moving,234,172,251,200,6
Delinquent ,N.I,1.74,29,M,Cap,Sweater,Shorts,Sneakers,None,No,No,None,Moving,168,178,184,244,6
Viewer,N.I,1.70,18,M,None,Sweater,Shorts,Sneakers,None,No,No,None,Moving,506,216,521,269,6
Delinquent ,N.I,1.74,26,M,None,Sweater,Shorts,Sneakers,None,No,No,None,Moving,406,170,427,220,6
Viewer,N.I,1.70,57,M,None,T-shirt,Joggers,Sneakers,None,No,No,None,Moving,510,147,519,199,6
Delinquent ,Native,1.76,22,M,None,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,468,177,485,239,6
Law Officer,Native,1.70,36,M,None,Sweater,Pants,Boots,None,No,Gun,None,Moving,389,139,407,194,8
Law Officer,White,1.71,36,M,None,Sweater,Pants,Boots,None,No,Gun,None,Moving,77,46,129,141,8
Law Officer,White,1.73,41,M,Helmet,Sweater,Pants,Boots,None,No,Gun,None,Moving,192,108,247,186,8
Law Officer,Native,1.70,36,M,None,Sweater,Pants,Boots,None,No,Gun,None,Moving,215,59,273,129,6
Viewer,Native,1.74,19,M,None,T-shirt,Pants,Sneakers,None,No,No,None,Moving,130,169,161,221,6
Viewer,Black,1.70,22,M,None,t-shirt,Jeans,Sneakers,None,No,No,None,Moving,254,156,276,194,6
Delinquent ,N.I,1.76,35,M,None,T-shirt,Jeans,Shoes,None,No,No,None,Moving,330,94,341,124,6
Delinquent ,Black,1.73,18,M,None,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,329,123,347,158,6
Delinquent ,N.I,1.70,29,M,None,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,356,192,383,247,6
Delinquent ,N.I,1.74,29,M,None,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,336,225,362,281,6
Delinquent ,N.I,1.70,26,M,None,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,146,154,175,194,6
Delinquent ,N.I,1.76,29,M,None,Sports T-shirt,Jeans,Sneakers,None,No,No,None,Moving,168,158,204,239,6
Delinquent ,N.I,1.73,41,M,None,Sweater,Joggers,Sneakers,None,No,No,None,Moving,185,110,208,171,6
Delinquent ,N.I,1.70,37,M,None,Sports T-shirt,Joggers,Sneakers,None,No,No,None,Moving,207,134,228,183,6
Law Officer,N.I,1.70,39,M,Helmet,Sweater,Pants,Boots,None,No,No,None,Moving,249,125,266,185,6
Viewer,N.I,1.68,54,M,None,Sweater,Jeans,Shoes,None,No,No,None,Moving,282,133,302,201,6
Delinquent ,Black,1.73,21,M,None,Sports T-shirt,Jeans,Sneakers,None,No,No,None,Moving,353,185,397,260,6
Delinquent ,Native,1.71,18,M,Tied T-shirt,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,315,140,345,201,6
Delinquent ,Native,1.68,16,M,None,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,142,156,177,251,6
Delinquent ,Native,1.70,19,M,Cap,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,169,166,196,239,6
Delinquent ,Native,1.71,23,M,None,Sports T-shirt,Jeans,Sneakers,None,No,No,None,Moving,206,155,228,253,6
Delinquent ,Black,1.73,22,M,Tied T-shirt,Sports T-shirt,Jeans,Sneakers,None,No,No,None,Moving,220,159,253,250,6
Delinquent ,Native,1.70,27,M,Cap,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,246,145,278,275,6
Delinquent ,Black,1.69,18,M,None,Sports T-shirt,Jeans,Sneakers,None,No,No,None,Moving,288,154,318,248,6
Law Officer,Black,1.65,43,M,None,Shirt,Pants,N.I,None,No,No,None,Moving,332,167,362,267,6
Law Officer,Native,1.67,35,M,Cap,Shirts,Pants,N.I,None,No,No,None,Moving,361,167,390,259,6
Law Officer,Native,1.68,32,M,Cap,Shirt,Pants,N.I,None,No,Other,None,Moving,75,166,131,302,6
Law Officer,Native,1.71,29,M,Cap,Shirt,Pants,N.I,None,No,No,None,Moving,142,159,178,284,6
Law Officer,Native,1.72,36,M,None,Shirt,Pants,N.I,None,No,No,None,Moving,169,134,229,347,6
Law Officer,White,1.66,37,M,Beret,Shirt,Pants,N.I,None,No,No,None,Moving,242,159,273,310,6
Delinquent ,Black,1.65,50,M,None,T-shirt,N.I,N.I,None,No,No,None,Moving,256,174,290,318,6
Law Officer,Black,1.71,51,M,Beret,Shirt,Pants,N.I,None,No,No,None,Moving,290,160,364,330,6
Delinquent ,N.I,1.74,26,M,None,Shirt,Shorts,Sneakers,None,No,Other,None,Moving,359,159,406,284,6
Delinquent ,N.I,1.70,30,M,None,Sports T-shirt,Shorts,Sneakers,None,No,Other,None,Moving,456,193,531,288,3
Delinquent ,N.I,1.76,28,M,Cap,Sports T-shirt,Shorts,Sneakers,None,No,Other,None,Moving,188,98,212,165,6
Delinquent ,N.I,1.70,27,M,None,Shirt,Joggers,Sneakers,None,No,Other,None,Moving,218,92,251,164,6
Delinquent ,N.I,1.71,30,M,Cap,Sports T-shirt,Joggers,Sneakers,None,No,Other,None,Moving,247,88,275,156,3
Delinquent ,N.I,1.68,28,M,None,Sports T-shirt,Shorts,Sneakers,None,No,Other,None,Moving,283,94,298,165,3
Delinquent ,N.I,1.66,34,M,None,Sports T-shirt,Shorts,Sneakers,None,No,Other,None,Moving,316,99,344,171,6
Delinquent ,N.I,1.73,35,M,None,Sports T-shirt,Joggers,Sneakers,None,No,Other,None,Moving,376,99,400,175,6
Viewer,Native,1.68,22,M,Helmet,T-shirt,Pants,Sneakers,None,No,No,None,Moving,226,382,252,501,6
Viewer,White,1.70,36,M,Helmet,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,248,425,274,541,6
Viewer,Black,1.71,36,M,Helmet,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,266,445,318,570,6
Viewer,Native,1.73,41,M,Helmet,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,318,412,348,534,6
Viewer,Native,1.65,36,F,Helmet,T-shirt,Pants,Sneakers,None,No,No,None,Moving,401,432,437,560,6
Viewer,Native,1.66,19,F,Helmet,T-shirt,Pants,Sneakers,None,No,No,None,Moving,836,474,902,601,6
Viewer,Native,1.70,22,M,Helmet,T-shirt,Pants,Sneakers,None,No,No,None,Moving,663,309,709,418,12
Viewer,White,1.74,35,M,Helmet,T-shirt,Pants,Sneakers,None,No,No,None,Moving,501,287,557,415,12
Viewer,Black,1.70,18,M,Helmet,T-shirt,Pants,Sneakers,None,No,No,None,Moving,524,322,570,444,12
Viewer,Black,1.76,29,M,Helmet,T-shirt,Pants,Sneakers,None,No,No,None,Moving,576,338,620,456,12
Viewer,White,1.73,29,M,Helmet,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,711,245,749,326,6
Viewer,Native,1.71,26,M,Helmet,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,771,212,816,314,6
Viewer,Native,1.68,29,M,Helmet,T-shirt,Pants,Sneakers,None,No,No,None,Moving,702,228,750,347,6
Viewer,Native,1.70,41,F,Helmet,T-shirt,Pants,Sneakers,None,No,No,None,Moving,739,201,765,315,6
Viewer,Native,1.72,26,M,Helmet,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,1197,399,1235,540,6
Viewer,N.I,1.70,27,M,Helmet,T-shirt,Jeans,N.I,None,No,No,None,Standing,294,265,350,547,6
Viewer,N.I,1.71,26,M,Helmet,T-shirt|backpack,Jeans,N.I,None,No,No,None,Standing,350,319,422,603,11
Viewer,N.I,1.68,28,M,Helmet,T-shirt,Jeans,N.I,None,No,No,None,Standing,1,284,62,602,11
Viewer,N.I,1.66,32,M,Helmet,T-shirt,Jeans,N.I,None,No,No,None,Standing,13,584,161,708,11
Viewer,Native,1.73,33,M,Helmet,T-shirt,Jeans,N.I,None,No,No,None,Standing,107,251,271,525,11
Viewer,Native,1.68,27,M,Helmet,T-shirt,Jeans,N.I,None,No,No,None,Standing,188,282,257,526,11
Law Officer,N.I,1.81,34,M,Helmet,Jacket,Pants,Boots,None,No,Gun,None,Moving,322,219,400,399,8
Delinquent ,Native,1.73,35,M,None,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,891,249,942,391,6
Delinquent ,Native,1.75,35,M,None,Coat,Jeans,Sneakers,None,No,No,None,Moving,953,334,1011,461,6
Delinquent ,Native,1.70,37,M,None,Sweater,Pants,Sneakers,None,No,No,None,Moving,1218,303,1274,482,6
Delinquent ,Native,1.66,22,M,None,T-shirt,Pants,Sneakers,None,No,No,None,Moving,1170,192,1258,334,6
Delinquent ,Native,1.68,33,M,None,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,1076,106,1129,225,6
Delinquent ,Native,1.72,21,M,None,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,1088,62,1148,154,6
Aggressor,Black,1.66,41,M,Helmet,T-shirt,Pants,N.I,None,No,No,None,Moving,380,208,483,457,3
Aggressor,Black,1.70,37,M,Helmet,T-shirt,Pants,N.I,None,No,No,None,Moving,494,205,597,426,3
Aggressor,Native,1.74,39,M,Helmet,T-shirt,Pants,Sneakers,None,No,No,None,Moving,561,279,642,488,3
Aggressor,Native,1.70,34,M,Helmet,T-shirt,Pants,Sneakers,None,No,No,None,Moving,620,219,719,444,3
Aggressor,Native,1.76,31,M,Helmet,T-shirt,Pants,Sneakers,None,No,No,None,Moving,703,230,818,478,3
Aggressor,Native,1.73,27,M,Helmet,T-shirt,Pants,Sneakers,None,No,No,None,Moving,831,308,884,482,3
Aggressor,Native,1.71,25,M,Helmet,T-shirt,Pants,Sneakers,None,No,No,None,Moving,911,235,1022,531,3
Aggressor,Black,1.68,37,M,Helmet,T-shirt,Pants,Sneakers,None,No,No,None,Moving,972,384,1067,595,3
Aggressor,Black,1.70,26,M,Helmet,T-shirt,Pants,N.I,None,No,No,None,Moving,1083,469,1201,697,3
Viewer,Black,1.73,29,M,Helmet,T-shirt,Jeans,N.I,None,No,No,None,Moving,176,292,188,371,6
Viewer,Native,1.65,43,M,Helmet,T-shirt,Pants,N.I,None,No,No,None,Moving,196,348,213,419,12
Viewer,Native,1.66,27,M,Helmet,T-shirt,Pants,N.I,None,No,No,None,Moving,228,312,246,386,6
Viewer,Native,1.70,26,M,Helmet,T-shirt,Pants,Sneakers,None,No,No,None,Moving,274,332,301,392,12
Viewer,Native,1.74,33,M,Helmet,T-shirt,Pants,Sneakers,None,No,No,None,Moving,306,339,331,417,12
Viewer,Native,1.70,34,M,Helmet,T-shirt,Pants,Sneakers,None,No,No,None,Moving,284,388,309,475,12
Viewer,Native,1.76,36,M,Helmet,T-shirt,Pants,Sneakers,None,No,No,None,Moving,411,384,442,479,12
Viewer,Native,1.73,34,M,Helmet,T-shirt,Pants,Sneakers,None,No,No,None,Moving,353,396,401,496,12
Viewer,Black,1.70,41,M,Helmet,T-shirt,Pants,Sneakers,None,No,No,None,Moving,323,345,367,441,12
Viewer,Native,1.70,18,F,Helmet,T-shirt,Pants,Sneakers,None,No,No,None,Moving,353,314,388,399,12
Viewer,Native,1.68,21,M,Helmet,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,275,284,313,362,12
Viewer,White,1.58,18,M,Helmet,T-shirt,Jeans,N.I,None,No,No,None,Moving,244,274,291,351,12
Viewer,Native,1.73,34,M,Helmet,T-shirt,Jeans,N.I,None,No,No,None,Moving,213,247,235,295,6
Viewer,White,1.76,45,M,Helmet,T-shirt,Pants,N.I,None,No,No,None,Moving,288,240,318,292,6
Viewer,White,1.73,40,M,Helmet,T-shirt,Pants,N.I,None,No,No,None,Moving,344,273,358,334,6
Viewer,White,1.71,39,F,Helmet,T-shirt,Pants,N.I,None,No,No,None,Moving,385,332,409,410,6
Viewer,Native,1.68,24,M,Helmet,T-shirt,Pants,Sneakers,None,No,No,None,Moving,139,425,166,510,6
Viewer,Native,1.70,37,F,Helmet,T-shirt,Pants,Sneakers,None,No,No,None,Moving,167,412,203,501,12
Viewer,Native,1.73,35,M,Helmet,T-shirt,Jeans,N.I,None,No,No,None,Moving,136,414,167,508,12
Viewer,White,1.65,24,F,Helmet,T-shirt,Jeans,N.I,None,No,No,None,Moving,242,513,284,621,12
Viewer,White,1.66,28,M,Helmet,T-shirt,Jeans,N.I,None,No,No,None,Moving,301,519,326,619,12
Viewer,Black,1.70,23,M,Helmet,T-shirt,Pants,N.I,None,No,No,None,Moving,341,512,359,608,12
Viewer,Black,1.74,25,M,Helmet,T-shirt,Pants,N.I,None,No,No,None,Moving,78,247,139,349,12
Viewer,Black,1.70,27,M,Helmet,T-shirt,Jeans,N.I,None,No,No,None,Moving,355,221,384,330,12
Viewer,Native,1.68,31,M,Helmet,T-shirt,Jeans,N.I,None,No,No,None,Moving,348,215,379,286,12
Viewer,Native,1.68,27,M,Helmet,T-shirt,Pants,N.I,None,No,No,None,Moving,436,266,470,352,12
Viewer,Black,1.66,32,M,Helmet,T-shirt,Pants,Sneakers,None,No,No,None,Moving,453,373,502,456,6
Viewer,White,1.73,18,M,Helmet,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,519,413,548,499,6
Viewer,White,1.68,18,M,Helmet,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,493,310,531,377,6
Viewer,Native,1.70,22,M,Helmet,T-shirt,Pants,Sneakers,None,No,No,None,Moving,501,219,528,292,6
Viewer,Black,1.66,33,M,Helmet,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,523,195,562,297,6
Viewer,Native,1.81,41,M,Helmet,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,649,277,680,380,6
Viewer,Native,1.73,26,M,Helmet,T-shirt,Pants,Sneakers,None,No,No,None,Moving,748,340,770,428,6
Viewer,Black,1.75,40,M,Helmet,T-shirt,Jeans,N.I,None,No,No,None,Moving,674,243,716,328,6
Viewer,Black,1.62,34,M,Helmet,T-shirt,Pants,N.I,None,No,No,None,Moving,649,223,691,301,6
Viewer,Native,1.68,19,M,Helmet,T-shirt,Jeans,N.I,None,No,No,None,Moving,641,190,680,279,6
Law Officer,N.I,1.81,29,M,Helmet,Sweater,Pants,Boots,None,No,No,None,Moving,700,183,736,270,13
Law Officer,N.I,1.73,29,M,Helmet,Jacket,Pants,Boots,None,No,No,None,Moving,753,235,787,326,13
Law Officer,N.I,1.75,36,M,Helmet,Jacket,Pants,Boots,None,No,No,None,Moving,828,290,862,391,13
Law Officer,N.I,1.70,34,M,Helmet,Jacket,Pants,Boots,None,No,No,None,Moving,855,393,914,501,13
Law Officer,N.I,1.66,29,M,Helmet,Jacket,Pants,Boots,None,No,No,None,Moving,861,274,897,371,13
Law Officer,Native,1.68,40,M,Helmet,Jacket,Pants,Boots,None,No,No,None,Moving,755,183,797,292,13
Law Officer,Native,1.72,34,M,Helmet,Sweater,Pants,Boots,None,No,No,None,Moving,920,279,949,388,13
Law Officer,Native,1.73,31,M,Helmet,Jacket,Pants,Boots,None,No,No,None,Crouched,174,227,242,477,13
Delinquent ,Native,1.68,22,M,None,Sweater,Jeans,Sneakers,None,No,No,None,Crawling,115,344,276,427,5
Delinquent ,Native,1.67,26,M,None,Sweater,Jeans,Sneakers,None,No,No,None,Crawling,258,344,413,421,5
Viewer,Native,1.76,29,M,Helmet,Sweater|backpack,Jeans,Shoes,None,No,No,None,Standing,292,284,368,497,5
Law Officer,Black,1.78,36,M,Helmet,Sweater,Pants,Boots,None,No,No,None,Standing,246,151,353,391,13
Law Officer,Black,1.69,34,M,Helmet,Sweater,Pants,Boots,None,No,No,None,Standing,411,164,491,378,13
Law Officer,Native,1.73,29,M,Cap,Coat,Pants,Shoes,None,No,No,None,Moving,426,303,537,553,12
Law Officer,Native,1.70,40,M,Cap,Coat,Pants,Shoes,None,No,No,None,Moving,520,218,600,457,12
Viewer,White,1.69,42,M,Helmet,T-shirt,Pants,N.I,None,No,No,None,Moving,567,331,627,556,12
Viewer,Native,1.66,34,F,Helmet|face mask,T-shirt|jacket,Pants,Sneakers,None,No,No,None,Moving,179,164,398,619,4
Viewer,Black,1.81,36,M,Helmet|face mask,T-shirt,Pants,Sneakers,None,No,No,None,Moving,387,292,572,644,4
Viewer,Native,1.73,34,M,Helmet|face mask,T-shirt,Pants,Sneakers,None,No,No,None,Moving,509,275,627,630,14
Viewer,Native,1.75,41,M,Helmet|face mask,T-shirt|jacket,Jeans,Sneakers,None,No,No,None,Moving,387,131,511,400,14
Viewer,White,1.62,18,M,Helmet|face mask,Sweater,Jeans,Sneakers,None,No,No,None,Moving,484,126,567,339,14
Viewer,Native,1.68,21,M,Face mask,T-shirt,Pants,Sneakers,None,No,No,None,Moving,566,132,616,328,14
Viewer,White,1.81,18,M,Face mask,Sweater,Pants,Sneakers,None,No,No,None,Moving,588,110,714,365,4
Viewer,White,1.73,34,F,Helmet|face mask,Coat,Pants,Sneakers,None,No,No,None,Moving,674,135,916,347,4
Viewer,White,1.68,45,M,Helmet|face mask,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,598,318,842,619,4
Viewer,Native,1.71,40,M,Helmet|face mask,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,814,358,1027,714,4
Viewer,Native,1.68,23,F,Face mask,Sweater,Joggers,Sneakers,None,No,No,None,Moving,220,36,345,390,4
Viewer,Black,1.69,25,M,Beanie|face mask,Sweater,Pants,Sneakers,None,No,No,None,Moving,370,43,542,491,4
Viewer,Black,1.71,26,M,Cap|face mask,T-shirt,Pants,Sneakers,None,No,No,None,Moving,526,52,616,414,4
Victim,Native,1.66,43,M,Face mask,Sports T-shirt,N.I,N.I,None,No,No,None,Moving,629,41,989,684,5
Viewer,Native,1.74,27,M,Tied T-shirt,T-shirt,N.I,N.I,None,No,No,None,Moving,893,3,1068,588,5
Viewer,N.I,1.70,30,M,Hoodie,Sweater,Pants,Sneakers,None,No,No,None,Crouched,80,144,198,456,14
Viewer,N.I,1.71,28,M,Hoodie,Sweater,Joggers,Sneakers,None,No,No,None,Crouched,205,271,266,417,14
Viewer,N.I,1.68,34,M,Cap|face mask,Sweater,Joggers,Sneakers,None,No,No,None,Crouched,239,252,318,432,14
Viewer,N.I,1.66,35,M,Hoodie|face mask,Sweater,Joggers,Sneakers,None,No,No,None,Crouched,336,269,422,406,14
Viewer,N.I,1.73,22,M,Face mask,Sweater,Jeans,Sneakers,None,No,No,None,Crouched,470,219,749,630,14
Viewer,N.I,1.68,36,M,Hoodie,Sweater,Jeans,Sneakers,None,No,No,None,Crouched,918,213,1050,391,14
Law Officer,Native,1.73,33,M,Beret,Shirt,N.I,N.I,None,No,No,None,Standing,92,27,322,595,13
Law Officer,White,1.78,41,M,Beret,Jacket,N.I,N.I,None,No,No,None,Standing,319,3,511,628,13
Law Officer,White,1.68,46,M,None,Shirt,N.I,N.I,None,No,No,None,Seated,496,87,667,539,13
Aggressor,White,1.63,32,F,None,Blouse,N.I,N.I,None,No,No,None,Standing,639,204,883,679,3
Law Officer,Native,1.72,29,M,Beret,Shirt,N.I,N.I,None,No,No,None,Standing,794,28,1168,671,13
Viewer,Native,1.70,26,M,Cap,Sweater,N.I,N.I,None,No,No,Text,Moving,250,275,333,584,14
Viewer,Native,1.72,21,M,Cap|face mask,T-shirt,N.I,Sneakers,None,No,No,Text,Moving,322,279,381,506,14
Viewer,Black,1.73,23,M,Face mask,Sweater,N.I,Sneakers,None,No,No,Text,Moving,372,267,441,571,14
Viewer,Black,1.68,24,M,Face mask,N.I,N.I,Sneakers,None,No,No,Text,Moving,405,265,487,532,14
Viewer,Native,1.67,22,M,Face mask,N.I,N.I,Sneakers,None,No,No,Text,Moving,471,291,536,495,14
Viewer,Native,1.76,25,M,Face mask,N.I,N.I,Sneakers,None,No,No,Text,Moving,523,270,588,430,14
Viewer,White,1.78,27,M,Face mask,N.I,N.I,Sneakers,None,No,No,Text,Moving,609,248,739,648,14
Viewer,Native,1.69,30,M,Face shield|face mask,Sweater|backpack,Jeans,Sneakers,None,No,No,None,Moving,731,278,814,597,14
Viewer,Black,1.73,33,F,None,Sweater,Pants,Boots,None,No,No,None,Moving,879,256,918,477,14
Viewer,Native,1.70,26,M,Face mask,Sweater,Joggers,Sneakers,None,No,No,Text,Moving,910,235,975,544,14
Viewer,Native,1.69,29,F,Face mask,Sweater,Joggers,Sneakers,None,No,No,None,Moving,992,232,1032,430,14
Viewer,Native,1.66,29,M,Face mask,Sweater,Shorts,Sneakers,None,No,No,Text,Moving,1096,267,1189,652,14
Viewer,White,1.72,23,M,Face mask,Sweater,N.I,N.I,None,No,No,Images,Moving,55,243,103,503,14
Viewer,White,1.68,22,M,Cap|face mask,Sweater,N.I,N.I,None,No,No,Images,Moving,107,260,185,556,14
Viewer,Native,1.68,22,F,Face mask,Sweater,N.I,N.I,None,No,No,Images,Moving,198,273,252,564,14
Viewer,Native,1.68,19,M,Cap|face mask,T-shirt,N.I,N.I,None,No,No,Images,Moving,255,288,297,586,14
Viewer,Native,1.56,23,F,Glasses|face mask,T-shirt,N.I,N.I,None,No,No,Images,Moving,275,245,329,543,14
Viewer,White,1.59,29,F,Face mask,T-shirt,N.I,N.I,None,No,No,Images,Moving,329,238,402,571,14
Viewer,White,1.64,28,F,Face mask,T-shirt,N.I,N.I,None,No,No,Images,Moving,561,293,629,557,14
Viewer,White,1.63,26,F,Face mask,T-shirt,N.I,N.I,None,No,No,Images,Moving,757,284,822,538,14
Viewer,White,1.63,22,F,Face mask,T-shirt,N.I,N.I,None,No,No,Images,Moving,903,256,970,575,14
Viewer,Native,1.60,23,F,Face mask,T-shirt,N.I,N.I,None,No,No,Images,Moving,1014,265,1078,527,14
Viewer,Native,1.60,24,F,Face mask,T-shirt,N.I,N.I,None,No,No,Images,Moving,1096,277,1157,544,14
Viewer,Native,1.61,23,F,Face mask,T-shirt,N.I,N.I,None,No,No,Images,Moving,1168,267,1253,557,14
Viewer,N.I,1.71,24,M,Face mask,Sweater,Jeans,N.I,None,No,No,None,Moving,276,471,375,674,14
Viewer,N.I,1.68,25,M,Face shield|face mask,Sweater,Jeans,N.I,None,No,No,None,Moving,303,388,392,588,14
Viewer,Native,1.69,32,M,Face shield|face mask,Sweater,Joggers,Sneakers,None,No,No,None,Moving,405,388,483,626,14
Viewer,Native,1.71,33,M,Face shield|face mask,Sweater,Joggers,Sneakers,None,No,No,Text,Moving,489,366,568,548,14
Viewer,N.I,1.66,29,M,Face mask,Sweater,Jeans,Sneakers,None,No,No,None,Moving,431,512,593,704,14
Viewer,N.I,1.74,26,M,Face mask,Sweater,Jeans,N.I,None,No,No,None,Moving,659,393,752,621,14
Viewer,N.I,1.70,29,F,Face mask,Sweater,Jeans,N.I,None,No,No,None,Moving,807,388,910,635,14
Viewer,N.I,1.71,31,M,Face shield|face mask,Sweater,Joggers,N.I,None,No,No,Images,Moving,779,356,836,569,14
Viewer,Native,1.68,33,M,Face shield|face mask,Sweater,Joggers,N.I,None,No,No,None,Moving,910,375,985,622,14
Viewer,Native,1.66,23,M,Face shield|face mask,Sweater,Joggers,Sneakers,None,No,No,None,Moving,963,287,1028,440,14
Viewer,N.I,1.73,19,M,Face shield|face mask,Sweater,Pants,Sneakers,None,No,No,None,Moving,1052,325,1114,539,14
Viewer,N.I,1.68,21,F,Face mask,Sweater,Jeans,Sneakers,None,No,No,None,Moving,1091,295,1148,534,14
Viewer,White,1.72,25,M,Face shield|face mask,Sweater,Shorts,Sneakers,None,No,No,None,Standing,546,101,771,651,14
Victim,Native,1.71,22,M,Cap,Sweater|backpack,Jeans,Sneakers,None,No,No,None,Crouched,820,122,955,628,14
Viewer,Native,1.68,19,F,Face shield|face mask,T-shirt,Joggers,Sneakers,None,No,No,None,Standing,637,179,1006,692,14
Viewer,Black,1.74,23,M,Cap|face mask,T-shirt|backpack,Joggers,Sneakers,None,No,No,None,Standing,122,223,189,539,14
Viewer,White,1.72,24,M,Face mask,T-shirts,N.I,N.I,None,No,No,None,Standing,198,203,472,695,14
Viewer,White,1.71,26,M,Face mask,Coat,N.I,N.I,None,No,No,None,Standing,523,215,657,625,14
Viewer,White,1.74,29,M,Helmet|face mask,Shirt,N.I,N.I,None,No,No,None,Standing,615,45,1007,683,14
Viewer,Native,1.68,31,M,Helmet|face mask,T-shirt,N.I,N.I,None,No,No,None,Standing,903,275,994,499,14
Viewer,Native,1.73,26,M,Helmet|face mask,T-shirt,N.I,N.I,None,No,No,None,Standing,987,269,1037,413,14
Viewer,Native,1.75,28,M,Helmet|face mask,T-shirt,N.I,N.I,None,No,No,None,Standing,1176,256,1232,417,14
Viewer,White,1.70,26,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,42,204,101,397,11
Aggressor,Native,1.73,26,M,Cap,T-shirt,Pants,Boots,None,No,No,None,Standing,152,144,328,712,11
Aggressor,Native,1.75,38,M,None,T-shirt,Pants,Boots,None,No,No,None,Standing,22,33,405,694,7
Victim,White,1.76,33,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Standing,308,323,390,697,7
Viewer,Native,1.73,26,M,Face mask,Sweater,Pants,N.I,None,No,No,None,Moving,16,275,58,412,14
Viewer,Native,1.65,27,M,Face mask,Sweater,Jeans,Sneakers,None,No,No,None,Moving,62,275,168,491,14
Viewer,Native,1.66,33,M,Face mask,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,429,230,501,457,14
Viewer,Native,1.70,32,M,Face mask,T-shirt,Pants,Sneakers,None,No,No,None,Moving,501,218,544,443,14
Viewer,Native,1.74,26,M,Face mask,Sweater,Pants,Sneakers,None,No,No,None,Moving,537,228,645,448,14
Viewer,Native,1.70,23,M,Cap|face mask,Sweater,Pants,Sneakers,None,No,No,None,Moving,553,192,600,326,14
Viewer,Black,1.68,19,M,Cap|face mask,Sweater,Pants,Sneakers,None,No,No,None,Moving,655,222,706,438,14
Viewer,Black,1.68,18,M,Cap|face mask,Sweater,Joggers,N.I,None,No,No,None,Moving,701,235,810,554,14
Viewer,Native,1.66,27,M,Cap|face mask,Sweater,Jeans,N.I,None,No,No,None,Moving,784,258,919,591,14
Viewer,Native,1.73,25,M,Face mask,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,887,221,1002,578,14
Viewer,White,1.68,25,M,Face mask,Sweater,Jeans,Sneakers,None,No,No,None,Moving,742,193,784,408,14
Viewer,Native,1.70,23,M,Face mask,Sweater,Joggers,Sneakers,None,No,No,None,Moving,785,197,874,512,14
Viewer,Black,1.66,25,M,Cap|face mask,Sweater,Joggers,Sneakers,None,No,No,None,Moving,850,205,909,471,14
Viewer,Native,1.81,28,M,Cap|face mask,Sweater,Jeans,Sneakers,None,No,No,None,Moving,1157,222,1248,623,14
Law Officer,N.I,1.83,39,M,Helmet,Jacket|shirt,Pants,N.I,None,No,Gun,None,Standing,168,212,283,693,8
Law Officer,N.I,1.79,41,M,Helmet,Jacket|shirt,Pants,N.I,None,No,Gun,None,Standing,258,280,372,709,8
Law Officer,N.I,1.76,36,M,Helmet,Jacket|shirt,Pants,N.I,None,No,Gun,None,Standing,345,260,587,705,8
Law Officer,N.I,1.77,45,M,Helmet,Jacket|shirt,Pants,N.I,None,No,Gun,None,Standing,815,248,1037,688,8
Law Officer,N.I,1.73,40,M,Helmet,Shirt,Pants,Boots,None,No,No,None,Standing,31,304,100,519,11
